id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.016565200001.54|2364|1|0|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01207527012.76|2364|1|3|ZA|United States||Sub-Saharan Africa|Upper middle income|North America|High income
ur.010306464131.45|2364|1|3|AT|United States||Europe & Central Asia|High income|North America|High income
ur.013363431105.25|2364|1|3|US|United States||North America|High income|North America|High income
ur.013450040411.81|2364|1|3|DK|United States||Europe & Central Asia|High income|North America|High income
ur.0676361211.90|2358|1|2|CH|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01126113530.92|2358|1|2|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012354464575.45|2358|1|2|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010302365420.01|2354|1|4|CA|United States|male|North America|High income|North America|High income
ur.012576376771.88|2354|1|4|DE|United States||Europe & Central Asia|High income|North America|High income
ur.011306133613.73|2354|1|4|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01061005060.28|2354|1|4|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012547452644.37|4402|2|8|GR|United States|male|Europe & Central Asia|High income|North America|High income
ur.07503553603.65|2354|1|2|BE|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011641731043.92|2354|1|2|LV|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012626535667.20|2354|1|2|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.011056221175.62|2354|1|0||United States|male|||North America|High income
ur.01057707500.19|2345|1|1|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.0755572020.37|2345|1|1|DK|Norway||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0776746374.63|2343|1|0|FR|France|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01117631013.29|2342|1|0|FR|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01174312056.32|4368|2|8|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01301470055.13|2340|1|4|CN|China||East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.01107670715.58|2340|1|4|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0752303161.81|2340|1|4|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01242425256.87|4368|2|8|CI|China|male|Sub-Saharan Africa|Lower middle income|East Asia & Pacific|Upper middle income
ur.014644244571.09|2336|1|0|LU|Switzerland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013335553314.08|2331|1|1|MQ||male||||
ur.016644550132.58|2331|1|1|DE||male|Europe & Central Asia|High income||
ur.016346051165.47|2328|1|1|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.013426262365.94|2328|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.010102712452.51|2327|1|2|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01003736510.42|2327|1|2|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0672712421.97|2326|1|2|RO|Canada|female|Europe & Central Asia|High income|North America|High income
ur.01063604720.21|2326|1|2|VE|Canada|male|Latin America & Caribbean||North America|High income
ur.01055254221.94|2326|1|2|IE|Canada|male|Europe & Central Asia|High income|North America|High income
ur.01116525244.13|2326|1|0|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07640220553.65|2324|1|4|BE|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015717267237.82|2320|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01325107411.12|2318|1|2|DE|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0623436476.12|2318|1|2|AU|Switzerland||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.013537320410.67|2318|1|2|IL|United States||Middle East & North Africa|High income|North America|High income
ur.01060202534.02|4427|2|2|US|United States||North America|High income|North America|High income
ur.010336025557.09|2315|1|2|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01240545576.43|2309|1|5|LB|United States||Middle East & North Africa|Lower middle income|North America|High income
ur.0775446106.53|5831|2|8|HU|United States||Europe & Central Asia|High income|North America|High income
ur.014732510515.04|2309|1|5|DE|Hungary||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014132154403.53|2307|1|2|EG|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.01330562567.39|2306|1|3|US|United States|male|North America|High income|North America|High income
ur.0671373524.97|2304|1|1|US|United States|male|North America|High income|North America|High income
ur.0575372667.20|2304|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.016063420215.35|2303|1|2|LI|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0642270021.17|2302|1|3|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0713625342.83|2302|1|3|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01163345507.63|2302|1|3|KR|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01024631621.47|2302|1|3|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.011267653515.48|2296|1|0|CZ|United States|male|Europe & Central Asia|High income|North America|High income
ur.055412044.38|2290|1|0|DE|United States|female|Europe & Central Asia|High income|North America|High income
ur.013344643731.07|2289|1|0|GT|Germany|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.07523734507.66|2287|1|0|US|United States||North America|High income|North America|High income
ur.016003517437.29|2285|1|8|TR|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.010271056102.43|2285|1|8|MQ|United States|male|||North America|High income
ur.010015205275.72|2285|1|8|SK|United States|male|Europe & Central Asia|High income|North America|High income
ur.010324357551.19|2285|1|8|US|United States|male|North America|High income|North America|High income
ur.01140056162.61|2285|1|8|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.016704737015.05|2285|1|8|US|United States|male|North America|High income|North America|High income
ur.013213606572.64|2285|1|8|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.010503324312.72|2285|1|8|US|United States|male|North America|High income|North America|High income
ur.012247401167.04|2285|1|8|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.012163556631.44|2283|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.010672532572.40|2283|1|1|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.0673415002.51|2283|1|1||Japan|male|||East Asia & Pacific|High income
ur.011565161622.45|2283|1|1|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01050701626.12|2282|1|2|US|United States||North America|High income|North America|High income
ur.01312044745.37|2282|1|2|AT|United States|female|Europe & Central Asia|High income|North America|High income
ur.0702137017.70|2282|1|2|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.01262361613.42|2281|1|1|LK|United States||South Asia|Lower middle income|North America|High income
ur.01125410252.16|2281|1|1|TW|United States|male|||North America|High income
ur.0676504756.20|2280|1|4|ES|Spain|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01145662053.07|2280|1|4||Spain|male|||Europe & Central Asia|High income
ur.01075465176.23|6593|3|9|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0645655406.88|2280|1|4|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0613713074.61|2280|1|1|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012103222741.92|2280|1|1|DE|United States||Europe & Central Asia|High income|North America|High income
ur.0617343710.37|2278|1|1|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01124740433.08|2277|1|2|AE|United States|female|Middle East & North Africa|High income|North America|High income
ur.014030704113.15|2277|1|2|LK|United States|male|South Asia|Lower middle income|North America|High income
ur.0755332074.14|4313|2|3|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.015372506733.52|2268|1|0|CH|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01255363355.22|2267|1|9|CN|Singapore|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.01251750147.35|2267|1|9|CN|Singapore|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.07702725057.18|2267|1|9|CN|Singapore||East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.016233170742.74|2267|1|9|CN|Singapore||East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.0601764407.15|2267|1|9|CN|Singapore||East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.0632024506.92|2267|1|9|CN|Singapore||East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.01166210717.01|2267|1|9|CN|Singapore|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.013324535452.49|2267|1|9|CN|Singapore|female|East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.01214264442.80|2267|1|9|TW|Singapore|male|||East Asia & Pacific|High income
ur.011033346565.45|2267|1|9|CN|Singapore||East Asia & Pacific|Upper middle income|East Asia & Pacific|High income
ur.01110244453.30|2264|1|0|CZ|United States|male|Europe & Central Asia|High income|North America|High income
ur.016013070717.97|2264|1|0|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010560062032.10|2261|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.016212434442.27|2261|1|2|JP|Japan||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.015401414717.10|2261|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0637334125.62|2258|1|3|HR|United States||Europe & Central Asia|High income|North America|High income
ur.01005221031.41|2258|1|3|GR|United States||Europe & Central Asia|High income|North America|High income
ur.013560176023.37|2252|1|0|AU|United States||East Asia & Pacific|High income|North America|High income
ur.014553167151.56|2252|1|0||Australia||||East Asia & Pacific|High income
ur.012023153336.53|2249|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0674536070.78|2247|1|3||Netherlands||||Europe & Central Asia|High income
ur.011551630131.25|2247|1|3||Netherlands||||Europe & Central Asia|High income
ur.013315467405.20|2247|1|2|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.016442127637.50|2247|1|2|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.012135404357.44|2247|1|2|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.013451304767.43|2243|1|1|GB|United Kingdom|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01130703051.97|2242|1|0|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.011131655327.41|2240|1|0|IL|United Kingdom||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.010445361363.86|2240|1|0|RU|Germany||Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.01161663734.55|2238|1|5|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014747415644.38|2238|1|5|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0603120104.91|2238|1|5||Germany|female|||Europe & Central Asia|High income
ur.013610102705.28|2238|1|5|KE|Germany|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.01204424303.15|2237|1|4|TW|United States||||North America|High income
